latitude,longitude,OBJECTID,Elemento,nu_processo_sei,Empreendedor,Empreendimento,Setor,Tipologia,Nº Processo SEI,Consultar Processo,sei_no_empreendimento,Licenças Emitidas (Tipo, Número, Emissão, Vencimento),st_length(shape),
null,null,14800,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.00004580034643022771,
null,null,14801,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.00004572352575820985,
null,null,14802,Ponte Rodoviária,02001025620202452,PREFEITURA MUNICIPAL DE FELIZ NATAL,Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,Transporte,Estruturas Rodoviárias,02001.025620/2024-52,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001025620202452) Estrada de Acesso da Aldeia Moygu até o limite da Terra Indígena Parque do Xingu,,0.00004572431650809147,
null,null,14803,Ponte Rodoviária,02001002121202578,GEOMECÂNICA ENGENHARIA LTDA.,PONTE ALDEIA NO POVOADO ALTAMIRA PINDARÉ MIRIM - MA,Transporte,Estruturas Rodoviárias,02001.002121/2025-78,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001002121202578) PONTE ALDEIA NO POVOADO ALTAMIRA PINDARÉ MIRIM - MA,,0.0016273095553755955,
null,null,14804,Ponte Rodoviária,02001042007202408,GOVERNO DO ESTADO DO AMAPA - SECRETARIA DE ESTADO DE TRANSPORTES,Ponte em Madeira de Lei sobre o Rio Cunani Município de Calçoene.,Transporte,Estruturas Rodoviárias,02001.042007/2024-08,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001042007202408) Ponte em Madeira de Lei sobre o Rio Cunani Município de Calçoene.,,0.0008552324623783534,
null,null,14805,Ponte Rodoviária,02001005622202514,DEPARTAMENTO DE ESTRADAS DE RODAGEM,Ponte sobre o Rio Paraná e seus acessos entre as cidades de Taquarussu/MS e Entr. da PR 577 ,Transporte,Estruturas Rodoviárias,02001.005622/2025-14,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001005622202514) Ponte sobre o Rio Paraná e seus acessos entre as cidades de Taquarussu/MS e Entr. da PR 577 ,,0.0009646444201556827,
null,null,14806,Ponte Rodoviária,02001005622202514,DEPARTAMENTO DE ESTRADAS DE RODAGEM,Ponte sobre o Rio Paraná e seus acessos entre as cidades de Taquarussu/MS e Entr. da PR 577 ,Transporte,Estruturas Rodoviárias,02001.005622/2025-14,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001005622202514) Ponte sobre o Rio Paraná e seus acessos entre as cidades de Taquarussu/MS e Entr. da PR 577 ,,0.0036687658476771846,
null,null,14807,Ponte Rodoviária,02001005622202514,DEPARTAMENTO DE ESTRADAS DE RODAGEM,Ponte sobre o Rio Paraná e seus acessos entre as cidades de Taquarussu/MS e Entr. da PR 577 ,Transporte,Estruturas Rodoviárias,02001.005622/2025-14,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001005622202514) Ponte sobre o Rio Paraná e seus acessos entre as cidades de Taquarussu/MS e Entr. da PR 577 ,,0.0015360248949001416,
null,null,14808,Ponte Rodoviária,02001005622202514,DEPARTAMENTO DE ESTRADAS DE RODAGEM,Ponte sobre o Rio Paraná e seus acessos entre as cidades de Taquarussu/MS e Entr. da PR 577 ,Transporte,Estruturas Rodoviárias,02001.005622/2025-14,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001005622202514) Ponte sobre o Rio Paraná e seus acessos entre as cidades de Taquarussu/MS e Entr. da PR 577 ,,0.023112022194978602,
null,null,14809,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0008704816136320438,
null,null,14810,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0005186920833287071,
null,null,14811,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0025458245871225168,
null,null,14812,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0007873434782236035,
null,null,14813,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.00034042363680785993,
null,null,14814,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0015737529524882381,
null,null,14815,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0005143780140181163,
null,null,14816,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0003539269507963331,
null,null,14817,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.00193111800641721,
null,null,14818,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0005540827677042815,
null,null,14819,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0008640018010748993,
null,null,14820,Ponte Rodoviária,02001009475202543,CONCESSIONÁRIA DA RODOVIA BELO HORIZONTE CRISTALINA S.A,Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,Transporte,Estruturas Rodoviárias,02001.009475/2025-43,https://servicos.ibama.gov.br/licenciamento/consulta_empreendimentos.php,(02001009475202543) Instalação de fibra óptica e duplicação e melhorias da BR040/GO/MG,,0.0005137955825022307,
