FID,cod_aldeia,nome_aldeia,cod_ti,cod_municipio,data_cadastro,flag_ativo,nome_cr,the_geom,nommunic,nomuf,undadm_codigo,coord_lat,coord_long
aldeias_pontos.fid-8091ffc_197eb49b98a_32cd,1475,COCALINHO I,3601,2102325,16/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-46.087225 -4.87666388889),Buriticupu,Maranhão,30202001997,-4.87666389,-46.087225
aldeias_pontos.fid-8091ffc_197eb49b98a_32ce,3625,COHABI,32701,5102603,29/10/2018,A,COORDENACAO REGIONAL XAVANTE,POINT (-53.2839888889 -14.4566666667),Campinápolis,Mato Grosso,30202002053,-14.45666667,-53.28398889
aldeias_pontos.fid-8091ffc_197eb49b98a_32cf,2490,COIOÉ,10101,1300805,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-59.2653888889 -4.20816666667),Borba,Amazonas,30202001871,-4.20816667,-59.26538889
aldeias_pontos.fid-8091ffc_197eb49b98a_32d0,3047,COITÉ,50701,2706307,04/09/2018,A,COORDENACAO REGIONAL NORDESTE I,POINT (-36.6113166667 -9.38574166667),Palmeira dos Índios,Alagoas,30202001969,-9.38574167,-36.61131667
aldeias_pontos.fid-8091ffc_197eb49b98a_32d1,2712,COLONIA,6201,1300060,26/07/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-68.0518916667 -3.35795277778),Amaturá,Amazonas,30202001857,-3.35795278,-68.05189167
aldeias_pontos.fid-8091ffc_197eb49b98a_32d2,3528,COLONIA,8701,2101608,24/10/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-45.5047166667 -5.65814722222),Barra do Corda,Maranhão,30202001997,-5.65814722,-45.50471667
aldeias_pontos.fid-8091ffc_197eb49b98a_32d3,2973,COLONIA NOVA,44401,5001102,31/08/2018,A,COORDENACAO REGIONAL DE CAMPO GRANDE,POINT (-56.0754277778 -20.2717444444),Aquidauana,Mato Grosso do Sul,30202002004,-20.27174444,-56.07542778
aldeias_pontos.fid-8091ffc_197eb49b98a_32d4,3579,COMBOIOS,10202,3200607,25/10/2018,A,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS,POINT (-40.0092083333 -19.7439277778),Aracruz,Espírito Santo,30202002067,-19.74392778,-40.00920833
aldeias_pontos.fid-8091ffc_197eb49b98a_32d5,2011,CONGRESSO,37901,1400407,25/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.3019416667 4.13684722222),Normandia,Roraima,30202001955,4.13684722,-60.30194167
aldeias_pontos.fid-8091ffc_197eb49b98a_32d6,2131,CONSTANTINO,37901,1400407,06/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.3728833333 4.10105555556),Normandia,Roraima,30202001955,4.10105556,-60.37288333
aldeias_pontos.fid-8091ffc_197eb49b98a_32d7,2006,CONTÃO,37901,1400456,25/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.5289277778 4.16015277778),Pacaraima,Roraima,30202001955,4.16015278,-60.52892778
aldeias_pontos.fid-8091ffc_197eb49b98a_32d8,1670,COPAIBA,8101,1302405,25/04/2018,A,COORDENACAO REGIONAL MÉDIO PURUS,POINT (-64.8034194444 -7.30262222222),Lábrea,Amazonas,30202001878,-7.30262222,-64.80341944
aldeias_pontos.fid-8091ffc_197eb49b98a_32d9,2023,COPAIBA,37901,1400407,25/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.4140027778 3.89495833333),Normandia,Roraima,30202001955,3.89495833,-60.41400278
aldeias_pontos.fid-8091ffc_197eb49b98a_32da,2160,COQUEIRINHO,37901,1400407,07/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-59.9756111111 3.62871111111),Normandia,Roraima,30202001955,3.62871111,-59.97561111
aldeias_pontos.fid-8091ffc_197eb49b98a_32db,3001,COQUEIRO,20901,2602803,03/09/2018,A,COORDENACAO REGIONAL NORDESTE I,POINT (-37.2558333333 -8.64043333333),Buíque,Pernambuco,30202001969,-8.64043333,-37.25583333
aldeias_pontos.fid-8091ffc_197eb49b98a_32dc,3526,COQUINHO,8701,2105476,24/10/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-45.6556 -5.56394166667),Jenipapo dos Vieiras,Maranhão,30202001997,-5.56394167,-45.6556
aldeias_pontos.fid-8091ffc_197eb49b98a_32dd,3268,CORAÇÃO DE MARIA,1101,1303809,13/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-69.8757805556 0.267208333333),São Gabriel da Cachoeira,Amazonas,30202001885,0.26720833,-69.87578056
aldeias_pontos.fid-8091ffc_197eb49b98a_32de,2715,CORDEIRO DE DEUS,49301,1300060,26/07/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-68.2450388889 -3.39211388889),Amaturá,Amazonas,30202001857,-3.39211389,-68.24503889
aldeias_pontos.fid-8091ffc_197eb49b98a_32df,1364,COROÇAL DO CURURU,29801,1503754,11/04/2018,A,COORDENACAO REGIONAL DE TAPAJOS,POINT (-57.9520833333 -7.37309722222),Jacareacanga,Pará,30202001927,-7.37309722,-57.95208333
aldeias_pontos.fid-8091ffc_197eb49b98a_32e0,3655,CORREGO DA MATA,32701,5102603,29/10/2018,A,COORDENACAO REGIONAL XAVANTE,POINT (-53.3497611111 -14.2044861111),Campinápolis,Mato Grosso,30202002053,-14.20448611,-53.34976111
aldeias_pontos.fid-8091ffc_197eb49b98a_32e1,2955,CORREGO DO OURO,20001,5006903,31/08/2018,A,COORDENACAO REGIONAL DE CAMPO GRANDE,POINT (-56.9466472222 -20.678575),Porto Murtinho,Mato Grosso do Sul,30202002004,-20.678575,-56.94664722
aldeias_pontos.fid-8091ffc_197eb49b98a_32e2,2963,CORREGO SECO,25701,5001102,31/08/2018,A,COORDENACAO REGIONAL DE CAMPO GRANDE,POINT (-55.6915027778 -20.35705),Aquidauana,Mato Grosso do Sul,30202002004,-20.35705,-55.69150278
aldeias_pontos.fid-8091ffc_197eb49b98a_32e3,1436,CORREGO SUJO,33401,5107958,13/04/2018,A,COORDENACAO REGIONAL DE CUIABA,POINT (-58.9451472222 -14.5336555556),Tangará da Serra,Mato Grosso,30202002025,-14.53365556,-58.94514722
aldeias_pontos.fid-8091ffc_197eb49b98a_32e4,2515,CORREIA,10801,1300805,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.4646194444 -4.38066111111),Borba,Amazonas,30202001871,-4.38066111,-60.46461944
aldeias_pontos.fid-8091ffc_197eb49b98a_32e5,2519,COSTA DO IRARI,3701,1300805,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-59.9471611111 -4.74096666667),Borba,Amazonas,30202001871,-4.74096667,-59.94716111
aldeias_pontos.fid-8091ffc_197eb49b98a_32e6,3021,COURO DANTAS,50801,2610905,04/09/2018,A,COORDENACAO REGIONAL NORDESTE I,POINT (-36.7616277778 -8.31790277778),Pesqueira,Pernambuco,30202001969,-8.31790278,-36.76162778
aldeias_pontos.fid-8091ffc_197eb49b98a_32e7,3446,COUTO MAGALHÃES,32701,5102603,15/10/2018,A,COORDENACAO REGIONAL XAVANTE,POINT (-53.0608805556 -14.3988083333),Campinápolis,Mato Grosso,30202002053,-14.39880833,-53.06088056
aldeias_pontos.fid-8091ffc_197eb49b98a_32e8,3475,CRAVEIRO,5802,2925501,17/10/2018,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.239625 -16.9343666667),Prado,Bahia,30202001990,-16.93436667,-39.239625
aldeias_pontos.fid-8091ffc_197eb49b98a_32e9,2236,CRISPIM,34402,1302405,25/06/2018,A,COORDENACAO REGIONAL MÉDIO PURUS,POINT (-65.265 -7.51111111111),Lábrea,Amazonas,30202001878,-7.51111111,-65.265
aldeias_pontos.fid-8091ffc_197eb49b98a_32ea,2193,CRISTLINO (ETÉ-A),3901,5106174,08/06/2018,A,COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA,POINT (-51.9388611111 -14.5474722222),Nova Nazaré,Mato Grosso,30202002046,-14.54747222,-51.93886111
aldeias_pontos.fid-8091ffc_197eb49b98a_32eb,3984,CRISTÃ  (Cacique Gilberto),40701,1100098,14/10/2019,A,COORDENACAO REGIONAL DE CACOAL,POINT (-60.7498055556 -11.1629166667),Espigão D´Oeste,Rondônia,30202001934,-11.16291667,-60.74980556
aldeias_pontos.fid-8091ffc_197eb49b98a_32ec,407,CRUZEIRINHO,48701,1300201,,A,COORDENACAO REGIONAL DO VALE DO JAVARI,POINT (-72.8227777778 -5.14358333333),Atalaia do Norte,Amazonas,30202001892,-5.14358333,-72.82277778
aldeias_pontos.fid-8091ffc_197eb49b98a_32ed,224,CTA,49401,1600154,,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-52.69285 1.14689444444),Pedra Branca do Amapari,Amapá,30202001899,1.14689444,-52.69285
aldeias_pontos.fid-8091ffc_197eb49b98a_32ee,3188,CUCUI,59601,1303809,11/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-66.8383444444 1.18820555556),São Gabriel da Cachoeira,Amazonas,30202001885,1.18820556,-66.83834444
aldeias_pontos.fid-8091ffc_197eb49b98a_32ef,3200,CUE CUE,59601,1303809,11/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-67.2193944444 0.679983333333),São Gabriel da Cachoeira,Amazonas,30202001885,0.67998333,-67.21939444
aldeias_pontos.fid-8091ffc_197eb49b98a_32f0,2439,CUIA,10601,1300300,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-59.2099 -3.50192222222),Autazes,Amazonas,30202001871,-3.50192222,-59.2099
aldeias_pontos.fid-8091ffc_197eb49b98a_32f1,3404,CUIARI,1101,1303809,09/10/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-68.1835472222 1.49420555556),São Gabriel da Cachoeira,Amazonas,30202001885,1.49420556,-68.18354722
aldeias_pontos.fid-8091ffc_197eb49b98a_32f2,2104,CUIEIRA,37901,1400407,05/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-59.5678527778 3.92171666667),Normandia,Roraima,30202001955,3.92171667,-59.56785278
aldeias_pontos.fid-8091ffc_197eb49b98a_32f3,3227,CUIUBI,1101,1303809,13/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-69.1692055556 0.950363888889),São Gabriel da Cachoeira,Amazonas,30202001885,0.95036389,-69.16920556
aldeias_pontos.fid-8091ffc_197eb49b98a_32f4,1678,CUJUBIM,8101,1302405,25/04/2018,A,COORDENACAO REGIONAL MÉDIO PURUS,POINT (-64.8542944444 -7.50019722222),Lábrea,Amazonas,30202001878,-7.50019722,-64.85429444
aldeias_pontos.fid-8091ffc_197eb49b98a_32f5,3643,CULINA,32701,5102603,29/10/2018,A,COORDENACAO REGIONAL XAVANTE,POINT (-53.4008472222 -14.4713916667),Campinápolis,Mato Grosso,30202002053,-14.47139167,-53.40084722
aldeias_pontos.fid-8091ffc_197eb49b98a_32f6,2056,CUMAIPÁ,37901,1400704,01/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.4695638889 4.81399722222),Uiramutã,Roraima,30202001955,4.81399722,-60.46956389
aldeias_pontos.fid-8091ffc_197eb49b98a_32f7,1998,CUMANÃ I,37901,1400456,21/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.7868444444 4.47886111111),Pacaraima,Roraima,30202001955,4.47886111,-60.78684444
aldeias_pontos.fid-8091ffc_197eb49b98a_32f8,2002,CUMANÃ II,37901,1400456,21/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.9018444444 4.56342222222),Pacaraima,Roraima,30202001955,4.56342222,-60.90184444
aldeias_pontos.fid-8091ffc_197eb49b98a_32f9,2393,CUMARU,26501,1400159,23/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.0579666667 2.95690555556),Bonfim,Roraima,30202001955,2.95690556,-60.05796667
aldeias_pontos.fid-8091ffc_197eb49b98a_32fa,2914,CUMARU,36901,2501401,20/08/2018,A,COORDENACAO REGIONAL DE JOAO PESSOA,POINT (-35.0026861111 -6.60045),Baía da Traição,Paraíba,30202002287,-6.60045,-35.00268611
aldeias_pontos.fid-8091ffc_197eb49b98a_32fb,3403,CUNURI I,1101,1303809,09/10/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-67.50465 0.0911416666667),São Gabriel da Cachoeira,Amazonas,30202001885,0.09114167,-67.50465
aldeias_pontos.fid-8091ffc_197eb49b98a_32fc,1858,CUPIUBA,30501,1503002,15/05/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-57.572375 -1.60140277778),Faro,Pará,30202001871,-1.60140278,-57.572375
aldeias_pontos.fid-8091ffc_197eb49b98a_32fd,1567,CUPURANA,8101,1302405,17/04/2018,A,COORDENACAO REGIONAL MÉDIO PURUS,POINT (-64.858225 -7.53155555556),Lábrea,Amazonas,30202001878,-7.53155556,-64.858225
aldeias_pontos.fid-8091ffc_197eb49b98a_32fe,2555,CURARÁ,35401,1302702,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.9422611111 -5.75522777778),Manicoré,Amazonas,30202001871,-5.75522778,-60.94226111
aldeias_pontos.fid-8091ffc_197eb49b98a_32ff,1918,CURICACA,58401,1400456,17/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.0883666667 4.21171666667),Pacaraima,Roraima,30202001955,4.21171667,-61.08836667
aldeias_pontos.fid-8091ffc_197eb49b98a_3300,3017,CURRAL VELHO,50801,2611200,04/09/2018,A,COORDENACAO REGIONAL NORDESTE I,POINT (-36.7821416667 -8.27317222222),Poção,Pernambuco,30202001969,-8.27317222,-36.78214167
aldeias_pontos.fid-8091ffc_197eb49b98a_3301,1599,CURUMIM,33801,5107065,18/04/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-52.6220833333 -12.6781944444),Querência,Mato Grosso,30202002060,-12.67819444,-52.62208333
aldeias_pontos.fid-8091ffc_197eb49b98a_3302,2285,CURUMIM,33801,5107065,09/07/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-52.738225 -12.4267555556),Querência,Mato Grosso,30202002060,-12.42675556,-52.738225
aldeias_pontos.fid-8091ffc_197eb49b98a_3303,2643,CURUPAITI,12201,1303908,26/07/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-68.9908861111 -3.4205),São Paulo de Olivença,Amazonas,30202001857,-3.4205,-68.99088611
aldeias_pontos.fid-8091ffc_197eb49b98a_3304,1548,CURURU,3601,2100956,17/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-46.2068277778 -5.22504722222),Arame,Maranhão,30202001997,-5.22504722,-46.20682778
aldeias_pontos.fid-8091ffc_197eb49b98a_3305,1371,CURURU,29801,1503754,11/04/2018,A,COORDENACAO REGIONAL DE TAPAJOS,POINT (-57.9601083333 -7.30148333333),Jacareacanga,Pará,30202001927,-7.30148333,-57.96010833
aldeias_pontos.fid-8091ffc_197eb49b98a_3306,2714,CURVA DO BRILHANTE,26801,1300060,26/07/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-68.3013861111 -3.38245555556),Amaturá,Amazonas,30202001857,-3.38245556,-68.30138611
aldeias_pontos.fid-8091ffc_197eb49b98a_3307,2015,CUTIA,37901,1400704,25/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-59.7540222222 4.16813333333),Uiramutã,Roraima,30202001955,4.16813333,-59.75402222
aldeias_pontos.fid-8091ffc_197eb49b98a_3308,590,Caatinguinha,49901,3162450,,A,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS,POINT (-44.2429555556 -14.8954138889),São João das Missões,Minas Gerais,30202002067,-14.89541389,-44.24295556
aldeias_pontos.fid-8091ffc_197eb49b98a_3309,91,Cabeceirinha,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.301388888889 -11.433888888889),Brasnorte,Mato Grosso,30202002032,-11.43388889,-58.30138889
aldeias_pontos.fid-8091ffc_197eb49b98a_330a,4419,Cabeça da Onça (Gonçalão) - Karão Jaguaribara,36201,2301406,29/06/2021,A,COORDENACAO REGIONAL NORDESTE II,POINT (-38.9738888889 -4.37416666667),Aratuba,Ceará,30202001976,-4.37416667,-38.97388889
aldeias_pontos.fid-8091ffc_197eb49b98a_330b,578,Cabo Soares/Nova/Pradinho,28301,3106606,,A,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS,POINT (-40.5595277778 -16.8805666667),Bertópolis,Minas Gerais,30202002067,-16.88056667,-40.55952778
aldeias_pontos.fid-8091ffc_197eb49b98a_330c,4066,Caboclos do Açú,73726,2400208,05/05/2020,A,COORDENACAO REGIONAL NORDESTE II,POINT (-37.0593055556 -5.73186111111),Açu,Rio Grande do Norte,30202001976,-5.73186111,-37.05930556
aldeias_pontos.fid-8091ffc_197eb49b98a_330d,4911,Cacheado,64701,2304103,16/05/2022,A,COORDENACAO REGIONAL NORDESTE II,POINT (-40.8497222222 -5.27738888889),Crateús,Ceará,30202001976,-5.27738889,-40.84972222
aldeias_pontos.fid-8091ffc_197eb49b98a_330e,2092,Cachoeira,34701,1303502,05/06/2018,A,COORDENACAO REGIONAL MÉDIO PURUS,POINT (-67.0692166667 -7.95206666667),Pauini,Amazonas,30202001878,-7.95206667,-67.06921667
aldeias_pontos.fid-8091ffc_197eb49b98a_330f,248,Cachoeira,38101,3506359,,A,COORDENACAO REGIONAL LITORAL SUDESTE,POINT (-45.8136111111 -23.7210361111),Bertioga,São Paulo,30202002074,-23.72103611,-45.81361111
aldeias_pontos.fid-8091ffc_197eb49b98a_3310,4869,Cachoeira,26201,1200054,07/04/2022,A,COORDENACAO REGIONAL ALTO PURUS,POINT (-70.0448861111 -10.6064638889),Assis Brasil,Acre,30202001845,-10.60646389,-70.04488611
aldeias_pontos.fid-8091ffc_197eb49b98a_3311,4065,Cachoeira,73726,2405801,05/05/2020,A,COORDENACAO REGIONAL NORDESTE II,POINT (-35.9541666667 -5.53105555556),João Câmara,Rio Grande do Norte,30202001976,-5.53105556,-35.95416667
aldeias_pontos.fid-8091ffc_197eb49b98a_3312,1172,Cachoeira do AracÃ¡,50901,1300409,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-63.882289127 0.89617489300002),Barcelos,Amazonas,30202001955,0.89617489,-63.88228913
aldeias_pontos.fid-8091ffc_197eb49b98a_3313,4694,Cachoeira do Aruá,55101,1506807,10/01/2022,A,COORDENACAO REGIONAL DE TAPAJOS,POINT (-55.7169444444 -2.65),Santarém,Pará,30202001927,-2.65,-55.71694444
aldeias_pontos.fid-8091ffc_197eb49b98a_3314,4680,Cachoeira do Maró,55101,1506807,07/01/2022,A,COORDENACAO REGIONAL DE TAPAJOS,POINT (-55.6908333333 -2.7375),Santarém,Pará,30202001927,-2.7375,-55.69083333
aldeias_pontos.fid-8091ffc_197eb49b98a_3315,574,Cachoeira/Pradinho,28301,3106606,,A,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS,POINT (-40.5711611111 -16.872175),Bertópolis,Minas Gerais,30202002067,-16.872175,-40.57116111
aldeias_pontos.fid-8091ffc_197eb49b98a_3316,206,Cachoeirinha,33701,1500503,,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-54.342363888889 0.64539444444444),Almeirim,Pará,30202001899,0.64539444,-54.34236389
aldeias_pontos.fid-8091ffc_197eb49b98a_3317,4459,Cachoeirinha,66001,3168606,21/07/2021,A,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS,POINT (-41.27305 -17.5700222222),Teófilo Otoni,Minas Gerais,30202002067,-17.57002222,-41.27305
aldeias_pontos.fid-8091ffc_197eb49b98a_3318,77,Cachoeirinha,4201,5101407,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-59.991666666667 -10.425833333333),Aripuanã,Mato Grosso,30202002032,-10.42583333,-59.99166667
aldeias_pontos.fid-8091ffc_197eb49b98a_3319,1033,Cachoeirinha,50901,1400027,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-62.51019997 3.818169972),Amajari,Roraima,30202001955,3.81816997,-62.51019997
aldeias_pontos.fid-8091ffc_197eb49b98a_331a,1064,Cachoeirinha Jurubeba,50901,1400209,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.472896667 2.007196111),Caracaraí,Roraima,30202001955,2.00719611,-61.47289667
aldeias_pontos.fid-8091ffc_197eb49b98a_331b,1063,Cachoeirinha/posto,50901,1400209,14/03/2017,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.393107871 2.011550519),Caracaraí,Roraima,30202001955,2.01155052,-61.39310787
aldeias_pontos.fid-8091ffc_197eb49b98a_331c,502,Cacoal,16201,1100122,,A,COORDENACAO REGIONAL DE JI PARANA,POINT (-61.5975555556 -10.7141111111),Ji-Paraná,Rondônia,30202001948,-10.71411111,-61.59755556
aldeias_pontos.fid-8091ffc_197eb49b98a_331d,4343,Cahy,65101,2925501,11/06/2021,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.208525 -17.0746111111),Prado,Bahia,30202001990,-17.07461111,-39.208525
aldeias_pontos.fid-8091ffc_197eb49b98a_331e,4852,Caiapucá,55801,1300706,04/04/2022,A,COORDENACAO REGIONAL ALTO PURUS,POINT (-68.1312222222 -9.02086111111),Boca do Acre,Amazonas,30202001845,-9.02086111,-68.13122222
aldeias_pontos.fid-8091ffc_197eb49b98a_331f,4153,Caiçara,33801,5105580,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.222097222222 -10.860008333333),Marcelândia,Mato Grosso,30202002060,-10.86000833,-53.22209722
aldeias_pontos.fid-8091ffc_197eb49b98a_3320,4017,Cajazeiras,10401,2306553,30/04/2020,A,COORDENACAO REGIONAL NORDESTE II,POINT (-39.9315222222 -3.10544444444),Itarema,Ceará,30202001976,-3.10544444,-39.93152222
aldeias_pontos.fid-8091ffc_197eb49b98a_3321,4424,Cajazeiras - Karão Jaguaribaras,36201,2301406,30/06/2021,A,COORDENACAO REGIONAL NORDESTE II,POINT (-38.9769444444 -4.36555555556),Aratuba,Ceará,30202001976,-4.36555556,-38.97694444
aldeias_pontos.fid-8091ffc_197eb49b98a_3322,95,Cajueiro,11401,5101902,,A,COORDENACAO REGIONAL NOROESTE DO MATO GROSSO,POINT (-58.333333333333 -11.3675),Brasnorte,Mato Grosso,30202002032,-11.3675,-58.33333333
aldeias_pontos.fid-8091ffc_197eb49b98a_3323,3147,Cajueiro,1001,1505502,06/09/2018,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-46.6964833333 -2.74296666667),Paragominas,Pará,30202001906,-2.74296667,-46.69648333
aldeias_pontos.fid-8091ffc_197eb49b98a_3324,4047,Cajueiro,64701,2311009,30/04/2020,A,COORDENACAO REGIONAL NORDESTE II,POINT (-41.1226972222 -4.88013333333),Poranga,Ceará,30202001976,-4.88013333,-41.12269722
aldeias_pontos.fid-8091ffc_197eb49b98a_3325,4864,Cajueiro,61101,1300706,07/04/2022,A,COORDENACAO REGIONAL ALTO PURUS,POINT (-67.4916694444 -8.79034722222),Boca do Acre,Amazonas,30202001845,-8.79034722,-67.49166944
aldeias_pontos.fid-8091ffc_197eb49b98a_3326,292,Cajuhiri Atravessado,8301,1301209,,A,COORDENACAO REGIONAL DE MANAUS,POINT (-63.366388888889 -3.9297222222222),Coari,Amazonas,30202001871,-3.92972222,-63.36638889
aldeias_pontos.fid-8091ffc_197eb49b98a_3327,4599,Cajuri,28601,1303809,06/09/2021,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-66.5442638889 -0.347686111111),São Gabriel da Cachoeira,Amazonas,30202001885,-0.34768611,-66.54426389
aldeias_pontos.fid-8091ffc_197eb49b98a_3328,363,Califórnia,23901,1200302,,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-70.9424488889 -9.27726805556),Feijó,Acre,30202001852,-9.27726806,-70.94244889
aldeias_pontos.fid-8091ffc_197eb49b98a_3329,4839,Camapã,2901,1300706,04/04/2022,A,COORDENACAO REGIONAL ALTO PURUS,POINT (-67.2765611111 -9.33848055556),Boca do Acre,Amazonas,30202001845,-9.33848056,-67.27656111
aldeias_pontos.fid-8091ffc_197eb49b98a_332a,4678,Camará,55101,1506807,07/01/2022,A,COORDENACAO REGIONAL DE TAPAJOS,POINT (-55.5411111111 -2.605),Santarém,Pará,30202001927,-2.605,-55.54111111
aldeias_pontos.fid-8091ffc_197eb49b98a_332b,4926,Camará,71101,2303709,20/05/2022,A,COORDENACAO REGIONAL NORDESTE II,POINT (-38.7529888889 -3.69760833333),Caucaia,Ceará,30202001976,-3.69760833,-38.75298889
aldeias_pontos.fid-8091ffc_197eb49b98a_332c,4402,Camará I,71101,2303709,25/06/2021,A,COORDENACAO REGIONAL NORDESTE II,POINT (-38.7527777778 -3.6975),Caucaia,Ceará,30202001976,-3.6975,-38.75277778
aldeias_pontos.fid-8091ffc_197eb49b98a_332d,4403,Camará II,71101,2303709,25/06/2021,A,COORDENACAO REGIONAL NORDESTE II,POINT (-38.7594444444 -3.7075),Caucaia,Ceará,30202001976,-3.7075,-38.75944444
aldeias_pontos.fid-8091ffc_197eb49b98a_332e,4832,Camarão,68001,1503606,01/04/2022,A,COORDENACAO REGIONAL DE TAPAJOS,POINT (-55.3470472222 -3.38666111111),Itaituba,Pará,30202001927,-3.38666111,-55.34704722
aldeias_pontos.fid-8091ffc_197eb49b98a_332f,1684,Camicuã,8501,1300706,27/04/2018,A,COORDENACAO REGIONAL ALTO PURUS,POINT (-67.4134027778 -8.72495555556),Boca do Acre,Amazonas,30202001845,-8.72495556,-67.41340278
aldeias_pontos.fid-8091ffc_197eb49b98a_3330,5194,Campina,20001,5002159,22/09/2023,A,COORDENACAO REGIONAL DE CAMPO GRANDE,POINT (-56.963638888889 -20.395861111111),Bodoquena,Mato Grosso do Sul,30202002004,-20.39586111,-56.96363889
aldeias_pontos.fid-8091ffc_197eb49b98a_3331,3326,Campinas,8601,1200203,17/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-72.242925 -7.77144166667),Cruzeiro do Sul,Acre,30202001852,-7.77144167,-72.242925
aldeias_pontos.fid-8091ffc_197eb49b98a_3332,3960,Campo Grande 2,54601,2303709,10/06/2019,A,COORDENACAO REGIONAL NORDESTE II,POINT (-38.6810555556 -3.77210833333),Caucaia,Ceará,30202001976,-3.77210833,-38.68105556
aldeias_pontos.fid-8091ffc_197eb49b98a_3333,4373,Campo São Pedro,55501,2913606,17/06/2021,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.0453166667 -14.952725),Ilhéus,Bahia,30202001990,-14.952725,-39.04531667
aldeias_pontos.fid-8091ffc_197eb49b98a_3334,3342,Campú (localização estimada),31301,1200336,17/09/2018,A,COORDENACAO REGIONAL DO JURUÁ,POINT (-73.6493055556 -7.44858333333),Mâncio Lima,Acre,30202001852,-7.44858333,-73.64930556
aldeias_pontos.fid-8091ffc_197eb49b98a_3335,4012,Camundongo,46001,2306553,30/04/2020,A,COORDENACAO REGIONAL NORDESTE II,POINT (-39.8496666667 -3.01438888889),Itarema,Ceará,30202001976,-3.01438889,-39.84966667
aldeias_pontos.fid-8091ffc_197eb49b98a_3336,4516,Canachuê,42101,5103361,12/08/2021,A,COORDENACAO REGIONAL DE CUIABA,POINT (-59.4354638889 -14.7216666667),Conquista D'Oeste,Mato Grosso,30202002025,-14.72166667,-59.43546389
