FID,cod_aldeia,nome_aldeia,cod_ti,cod_municipio,data_cadastro,flag_ativo,nome_cr,the_geom,nommunic,nomuf,undadm_codigo,coord_lat,coord_long
aldeias_pontos.fid-8091ffc_197eb49b98a_2f4c,2467,ANDORINHA,54101,1302553,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.3367055556 -3.46143055556),Manaquiri,Amazonas,30202001871,-3.46143056,-60.33670556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f4d,2058,ANDORINHA,37901,1400704,01/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.2391305556 4.73043888889),Uiramutã,Roraima,30202001955,4.73043889,-60.23913056
aldeias_pontos.fid-8091ffc_197eb49b98a_2f4e,1479,ANGELIM,3601,2102036,16/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-46.5941166667 -4.8043),Bom Jesus das Selvas,Maranhão,30202001997,-4.8043,-46.59411667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f4f,2101,ANGICAL,37901,1400407,05/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-59.8326694444 4.1646),Normandia,Roraima,30202001955,4.1646,-59.83266944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f50,1541,ANGICO TORTO,3601,2100600,17/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-46.2157472222 -5.12693333333),Amarante do Maranhão,Maranhão,30202001997,-5.12693333,-46.21574722
aldeias_pontos.fid-8091ffc_197eb49b98a_2f51,2175,ANIKE,37901,1400407,07/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.3557055556 3.81164166667),Normandia,Roraima,30202001955,3.81164167,-60.35570556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f52,2402,ANINGAL,2101,1400027,23/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.3867388889 3.45078611111),Amajari,Roraima,30202001955,3.45078611,-61.38673889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f53,1896,ANTA,2201,1400050,17/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.1539694444 3.36345),Alto Alegre,Roraima,30202001955,3.36345,-61.15396944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f54,2994,ANUM NOVO,12501,2706307,03/09/2018,A,COORDENACAO REGIONAL NORDESTE I,POINT (-36.5817388889 -9.39028333333),Palmeira dos Índios,Alagoas,30202001969,-9.39028333,-36.58173889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f55,2548,APARECIDA,35401,1302702,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.7615555556 -5.51306111111),Manicoré,Amazonas,30202001871,-5.51306111,-60.76155556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f56,2326,APOENA MEIRELES,43001,5101407,12/07/2018,A,COORDENACAO REGIONAL DE CACOAL,POINT (-61.4069055556 -10.8113611111),Aripuanã,Mato Grosso,30202001934,-10.81136111,-61.40690556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f57,2978,APUCARANINHA,2601,4113700,03/09/2018,A,COORDENACAO REGIONAL INTERIOR DO SUL,POINT (-50.9106666667 -23.7613361111),Londrina,Paraná,30202002088,-23.76133611,-50.91066667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f58,2506,APUI,10101,1300805,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-59.5863527778 -5.13305555556),Borba,Amazonas,30202001871,-5.13305556,-59.58635278
aldeias_pontos.fid-8091ffc_197eb49b98a_2f59,1890,APUM,17901,1400209,17/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-59.9554388889 1.98891111111),Caracaraí,Roraima,30202001955,1.98891111,-59.95543889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f5a,3219,ARACU,1101,1303809,13/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-68.8663777778 1.61368611111),São Gabriel da Cachoeira,Amazonas,30202001885,1.61368611,-68.86637778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f5b,2859,ARAI,37901,1400456,31/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.8165138889 4.27130277778),Pacaraima,Roraima,30202001955,4.27130278,-60.81651389
aldeias_pontos.fid-8091ffc_197eb49b98a_2f5c,1929,ARAI,58401,1400456,17/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.0916694444 4.42310833333),Pacaraima,Roraima,30202001955,4.42310833,-61.09166944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f5d,2469,ARAJAÍ,54101,1302553,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.5768166667 -3.66135),Manaquiri,Amazonas,30202001871,-3.66135,-60.57681667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f5e,1478,ARAME,3601,2101350,16/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-46.0123666667 -4.88443333333),Bacurituba,Maranhão,30202001997,-4.88443333,-46.01236667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f5f,1971,ARAMU,37901,1400704,21/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-59.9142777778 4.32220277778),Uiramutã,Roraima,30202001955,4.32220278,-59.91427778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f60,2292,ARANHE,33801,5103858,09/07/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-52.8242305556 -12.8620333333),Gaúcha do Norte,Mato Grosso,30202002060,-12.86203333,-52.82423056
aldeias_pontos.fid-8091ffc_197eb49b98a_2f61,1484,ARAPARI,3601,2100600,16/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-46.7151833333 -5.06883333333),Amarante do Maranhão,Maranhão,30202001997,-5.06883333,-46.71518333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f62,1673,ARAPAÇU,8101,1302405,25/04/2018,A,COORDENACAO REGIONAL MÉDIO PURUS,POINT (-64.8023694444 -7.33384722222),Lábrea,Amazonas,30202001878,-7.33384722,-64.80236944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f63,1672,ARAPAÇUZINHO,8101,1302405,25/04/2018,A,COORDENACAO REGIONAL MÉDIO PURUS,POINT (-64.8051777778 -7.32616111111),Lábrea,Amazonas,30202001878,-7.32616111,-64.80517778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f64,2080,ARAPÁ,37901,1400704,01/06/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.28615 4.63616388889),Uiramutã,Roraima,30202001955,4.63616389,-60.28615
aldeias_pontos.fid-8091ffc_197eb49b98a_2f65,453,ARARA,48701,1300201,,A,COORDENACAO REGIONAL DO VALE DO JAVARI,POINT (-70.5694166667 -5.87541666667),Atalaia do Norte,Amazonas,30202001892,-5.87541667,-70.56941667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f66,3821,ARAUACÁ,67401,1303601,01/04/2019,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-65.152669444444 -1.1069527777778),Santa Isabel do Rio Negro,Amazonas,30202001885,-1.10695278,-65.15266944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f67,4960,ARAWYBA (AW),49501,1303205,21/07/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-61.2890583333 -1.13567777778),Novo Airão,Amazonas,30202001871,-1.13567778,-61.28905833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f68,2252,ARAY,3701,1300805,26/06/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.0513888889 -4.85833333333),Borba,Amazonas,30202001871,-4.85833333,-60.05138889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f69,2279,ARAYO,33801,5103700,09/07/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.6099361111 -11.7381305556),Feliz Natal,Mato Grosso,30202002060,-11.73813056,-53.60993611
aldeias_pontos.fid-8091ffc_197eb49b98a_2f6a,2390,ARAÇA,3101,1400027,23/07/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.0030083333 3.64744444444),Amajari,Roraima,30202001955,3.64744444,-61.00300833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f6b,1939,ARAÇA,3101,1400027,18/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-61.1159861111 3.58869166667),Amajari,Roraima,30202001955,3.58869167,-61.11598611
aldeias_pontos.fid-8091ffc_197eb49b98a_2f6c,1220,ARAÇA,34601,1302405,10/07/2017,A,COORDENACAO REGIONAL MÉDIO PURUS,POINT (-64.9325 -7.315),Lábrea,Amazonas,30202001878,-7.315,-64.9325
aldeias_pontos.fid-8091ffc_197eb49b98a_2f6d,3125,ARAÇA,23101,2902658,06/09/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-38.5936888889 -10.6592388889),Banzaê,Bahia,30202001983,-10.65923889,-38.59368889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f6e,2009,ARAÇA DA SERRA,37901,1400407,25/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.4411027778 4.17271666667),Normandia,Roraima,30202001955,4.17271667,-60.44110278
aldeias_pontos.fid-8091ffc_197eb49b98a_2f6f,2989,ARAÇAÍ,45601,4204202,03/09/2018,A,COORDENACAO REGIONAL INTERIOR DO SUL,POINT (-52.5340638889 -27.1582277778),Chapecó,Santa Catarina,30202002088,-27.15822778,-52.53406389
aldeias_pontos.fid-8091ffc_197eb49b98a_2f70,1857,AREIA,30501,1303007,15/05/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-57.6182611111 -1.58930277778),Nhamundá,Amazonas,30202001871,-1.58930278,-57.61826111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f71,3471,AREIA,38301,4110201,16/10/2018,A,COORDENACAO REGIONAL DE GUARAPUAVA,POINT (-51.2442861111 -25.7708861111),Inácio Martins,Paraná,30202002408,-25.77088611,-51.24428611
aldeias_pontos.fid-8091ffc_197eb49b98a_2f72,759,AREIA BRANCA,2401,1721208,20/10/2016,A,COORDENACAO REGIONAL ARAGUAIA TOCANTINS,POINT (-47.5580555556 -6.34027777778),Tocantinópolis,Tocantins,30202001962,-6.34027778,-47.55805556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f73,2897,AREIA DOS PEDROS,4501,2603926,06/08/2018,A,COORDENACAO REGIONAL BAIXO SÃO FRANCISCO,POINT (-38.7687805556 -8.25208055556),Carnaubeira da Penha,Pernambuco,30202001983,-8.25208056,-38.76878056
aldeias_pontos.fid-8091ffc_197eb49b98a_2f74,1694,AREINHA,40301,2102002,30/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-45.4823194444 -3.64831944444),Bom Jardim,Maranhão,30202001997,-3.64831944,-45.48231944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f75,1695,AREIÃO,40301,2102002,30/04/2018,A,COORDENACAO REGIONAL MARANHÃO,POINT (-45.4742805556 -3.64729722222),Bom Jardim,Maranhão,30202001997,-3.64729722,-45.47428056
aldeias_pontos.fid-8091ffc_197eb49b98a_2f76,2951,ARGOLA,7701,5005608,31/08/2018,A,COORDENACAO REGIONAL DE CAMPO GRANDE,POINT (-56.296675 -20.1937555556),Miranda,Mato Grosso do Sul,30202002004,-20.19375556,-56.296675
aldeias_pontos.fid-8091ffc_197eb49b98a_2f77,5003,ARIKAWA (AK),49501,1303205,21/07/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.8578888889 -0.684038888889),Novo Airão,Amazonas,30202001871,-0.68403889,-60.85788889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f78,4994,ARINE PV,49501,1303536,21/07/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.1389222222 -1.26290277778),Presidente Figueiredo,Amazonas,30202001871,-1.26290278,-60.13892222
aldeias_pontos.fid-8091ffc_197eb49b98a_2f79,5006,ARINÉ ( AR),49501,1303536,21/07/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.1294583333 -1.25519444444),Presidente Figueiredo,Amazonas,30202001871,-1.25519444,-60.12945833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f7a,1644,ARIRAMBA,13301,1600501,20/04/2018,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-51.726444444444 3.9993611111111),Oiapoque,Amapá,30202001899,3.99936111,-51.72644444
aldeias_pontos.fid-8091ffc_197eb49b98a_2f7b,1843,ARIRAMBA,53501,1302306,15/05/2018,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-67.1184305556 -3.25347777778),Jutaí,Amazonas,30202001857,-3.25347778,-67.11843056
aldeias_pontos.fid-8091ffc_197eb49b98a_2f7c,3074,ARROIO KORÁ,4401,5006358,05/09/2018,A,COORDENACAO REGIONAL DE PONTA PORA,POINT (-55.2492583333 -23.6848694444),Paranhos,Mato Grosso do Sul,30202002018,-23.68486944,-55.24925833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f7d,2498,ARU,10101,1300805,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-59.2501416667 -4.36931111111),Borba,Amazonas,30202001871,-4.36931111,-59.25014167
aldeias_pontos.fid-8091ffc_197eb49b98a_2f7e,1605,ARUAK,33801,5103700,18/04/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.8570333333 -12.0670861111),Feliz Natal,Mato Grosso,30202002060,-12.06708611,-53.85703333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f7f,715,ARUANÃ I,21001,5213087,20/10/2016,A,COORDENACAO REGIONAL ARAGUAIA TOCANTINS,POINT (-51.0755555556 -14.8975),Minaçu,Goiás,30202001962,-14.8975,-51.07555556
aldeias_pontos.fid-8091ffc_197eb49b98a_2f80,3796,ARUMÃ,58201,1302306,01/04/2019,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-67.2308694444 -2.85581111111),Jutaí,Amazonas,30202001857,-2.85581111,-67.23086944
aldeias_pontos.fid-8091ffc_197eb49b98a_2f81,2502,AS COBRAS,10101,1300805,24/07/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-59.1696083333 -4.53179722222),Borba,Amazonas,30202001871,-4.53179722,-59.16960833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f82,4958,ASE MARÉ (AM),49501,1303205,21/07/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-61.2756 -1.677325),Novo Airão,Amazonas,30202001871,-1.677325,-61.2756
aldeias_pontos.fid-8091ffc_197eb49b98a_2f83,3838,ASSUNÇÃO,36801,1300029,01/04/2019,A,COORDENACAO REGIONAL DO ALTO SOLIMOES,POINT (-64.9031166667 -3.11286388889),Alvarães,Amazonas,30202001857,-3.11286389,-64.90311667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f84,2369,ATERRADINHO,5101,5101605,19/07/2018,A,COORDENACAO REGIONAL DE CUIABA,POINT (-56.5936416667 -17.0097888889),Barão de Melgaço,Mato Grosso,30202002025,-17.00978889,-56.59364167
aldeias_pontos.fid-8091ffc_197eb49b98a_2f85,2280,ATIXI TIXIKXU,33801,5107065,09/07/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.4933305556 -11.9096944444),Querência,Mato Grosso,30202002060,-11.90969444,-53.49333056
aldeias_pontos.fid-8091ffc_197eb49b98a_2f86,2186,ATSERERÉ,35301,5102702,08/06/2018,A,COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA,POINT (-51.8957777778 -13.5070833333),Canarana,Mato Grosso,30202002046,-13.50708333,-51.89577778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f87,1706,ATURUA,5201,5106307,30/04/2018,A,COORDENACAO REGIONAL DE CUIABA,POINT (-54.6506916667 -14.391),Paranatinga,Mato Grosso,30202002025,-14.391,-54.65069167
aldeias_pontos.fid-8091ffc_197eb49b98a_2f88,4959,ATYWA (AT),49501,1303536,21/07/2022,A,COORDENACAO REGIONAL DE MANAUS,POINT (-60.5613444444 -1.73133055556),Presidente Figueiredo,Amazonas,30202001871,-1.73133056,-60.56134444
aldeias_pontos.fid-8091ffc_197eb49b98a_2f89,3207,AUXILIADORA,59601,1303809,11/09/2018,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-67.2992138889 0.387597222222),São Gabriel da Cachoeira,Amazonas,30202001885,0.38759722,-67.29921389
aldeias_pontos.fid-8091ffc_197eb49b98a_2f8a,714,AVÁ CANOEIRO,4602,5213087,10/10/2016,A,COORDENACAO REGIONAL ARAGUAIA TOCANTINS,POINT (-48.2227777778 -13.7588888889),Minaçu,Goiás,30202001962,-13.75888889,-48.22277778
aldeias_pontos.fid-8091ffc_197eb49b98a_2f8b,1805,AWENDEI,37901,1400704,11/05/2018,A,COORDENACAO REGIONAL DE RORAIMA,POINT (-60.4095166667 5.03156944444),Uiramutã,Roraima,30202001955,5.03156944,-60.40951667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f8c,1581,AWETI,33801,5103858,18/04/2018,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.3917111111 -12.3822388889),Gaúcha do Norte,Mato Grosso,30202002060,-12.38223889,-53.39171111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f8d,2027,AYARANÃ,68101,1505304,29/05/2018,A,COORDENACAO REGIONAL DE MANAUS,POINT (-56.8743333333 -0.639194444444),Oriximiná,Pará,30202001871,-0.63919444,-56.87433333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f8e,1370,AYPEREP,29801,1503754,11/04/2018,A,COORDENACAO REGIONAL DE TAPAJOS,POINT (-57.2898111111 -7.77813055556),Jacareacanga,Pará,30202001927,-7.77813056,-57.28981111
aldeias_pontos.fid-8091ffc_197eb49b98a_2f8f,1268,A`Ukre,23001,1507300,21/09/2017,A,COORDENACAO REGIONAL KAYAPÓ SUL DO PARÁ,POINT (-51.88217998320602 -7.694793559048649),São Félix do Xingu,Pará,30202001920,-7.69479356,-51.88217998
aldeias_pontos.fid-8091ffc_197eb49b98a_2f90,4773,Abacateiro,3801,1500602,28/03/2022,A,COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ,POINT (-52.6608333333 -4.27525),Altamira,Pará,30202001913,-4.27525,-52.66083333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f91,4357,Abaeté/Santana,55501,2913606,17/06/2021,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.1689138889 -14.9765944444),Ilhéus,Bahia,30202001990,-14.97659444,-39.16891389
aldeias_pontos.fid-8091ffc_197eb49b98a_2f92,498,Abandonada,16201,1100122,,A,COORDENACAO REGIONAL DE JI PARANA,POINT (-61.5761388889 -10.7551666667),Ji-Paraná,Rondônia,30202001948,-10.75516667,-61.57613889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f93,511,Abesewap (Paulo Sérgio),51101,5107578,,A,COORDENACAO REGIONAL DE JI PARANA,POINT (-60.7376666667 -10.73515),Rondolândia,Mato Grosso,30202001948,-10.73515,-60.73766667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f94,4579,Abianai,40401,1303601,06/09/2021,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-65.2519916667 -0.407702777778),Santa Isabel do Rio Negro,Amazonas,30202001885,-0.40770278,-65.25199167
aldeias_pontos.fid-8091ffc_197eb49b98a_2f95,3746,Acará Mirim,44601,1508001,27/03/2019,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.2739388889 -2.69),Tomé-Açu,Pará,30202001906,-2.69,-48.27393889
aldeias_pontos.fid-8091ffc_197eb49b98a_2f96,5241,Acorizal,59001,5106828,10/01/2025,A,COORDENACAO REGIONAL DE CUIABA,POINT (-59.415112222222 -16.232463555556),Porto Esperidião,Mato Grosso,30202002025,-16.23246356,-59.41511222
aldeias_pontos.fid-8091ffc_197eb49b98a_2f97,4286,Acuipe de Cima,55501,2913606,10/12/2020,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.0541166667 -15.0161),Ilhéus,Bahia,30202001990,-15.0161,-39.05411667
aldeias_pontos.fid-8091ffc_197eb49b98a_2f98,4363,Acuípe de Baixo,55501,2913606,17/06/2021,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-38.9990833333 -15.0810666667),Ilhéus,Bahia,30202001990,-15.08106667,-38.99908333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f99,4364,Acuípe do Meio,55501,2913606,17/06/2021,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.9990833333 -15.01295),Ilhéus,Bahia,30202001990,-15.01295,-39.99908333
aldeias_pontos.fid-8091ffc_197eb49b98a_2f9a,4089,Adjuaga (Kuluene),33801,5102702,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-52.810908333333 -12.849044444444),Canarana,Mato Grosso,30202002060,-12.84904444,-52.81090833
aldeias_pontos.fid-8091ffc_197eb49b98a_2f9b,4170,Afukuri,33801,5107065,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.004125 -12.517272222222),Querência,Mato Grosso,30202002060,-12.51727222,-53.004125
aldeias_pontos.fid-8091ffc_197eb49b98a_2f9c,4093,Agatha (Barranco Queimado),33801,5103858,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-52.914252777778 -12.766397222222),Gaúcha do Norte,Mato Grosso,30202002060,-12.76639722,-52.91425278
aldeias_pontos.fid-8091ffc_197eb49b98a_2f9d,4390,Agricultura,10301,2927705,21/06/2021,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.0513305556 -16.3378027778),Santa Cruz Cabrália,Bahia,30202001990,-16.33780278,-39.05133056
aldeias_pontos.fid-8091ffc_197eb49b98a_2f9e,4916,Agrovila,64701,2307502,16/05/2022,A,COORDENACAO REGIONAL NORDESTE II,POINT (-39.10515 -6.89697777778),Lavras da Mangabeira,Ceará,30202001976,-6.89697778,-39.10515
aldeias_pontos.fid-8091ffc_197eb49b98a_2f9f,243,Aguapeú,14501,3531100,,A,COORDENACAO REGIONAL LITORAL SUDESTE,POINT (-45.813611111111 -23.721036111111),Mongaguá,São Paulo,30202002074,-23.72103611,-45.81361111
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa0,3460,Aguas Belas,501,2925501,16/10/2018,A,COORDENACAO REGIONAL DO SUL DA BAHIA,POINT (-39.2541138889 -16.9336805556),Prado,Bahia,30202001990,-16.93368056,-39.25411389
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa1,152,Ahumâ,47601,1600501,,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-51.70825 3.37944444444),Oiapoque,Amapá,30202001899,3.37944444,-51.70825
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa2,4176,Aiha (Kalapalo),33801,5107065,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.255791666667 -12.162930555556),Querência,Mato Grosso,30202002060,-12.16293056,-53.25579167
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa3,189,Aiki,33701,1505106,,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-55.909141666667 2.2208555555556),Óbidos,Pará,30202001899,2.22085556,-55.90914167
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa4,4151,Aiporé,33801,5105580,10/06/2020,A,COORDENACAO REGIONAL DO XINGU,POINT (-53.422108333333 -11.045261111111),Marcelândia,Mato Grosso,30202002060,-11.04526111,-53.42210833
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa5,4239,Aitirimã,3801,1500602,16/07/2020,A,COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ,POINT (-52.7416944444 -4.71802777778),Altamira,Pará,30202001913,-4.71802778,-52.74169444
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa6,703,Ajuriti,3801,1500602,19/08/2016,A,COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ,POINT (-52.5962777778 -4.17083333333),Altamira,Pará,30202001913,-4.17083333,-52.59627778
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa7,240,Akaju,49401,1600154,,A,COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ,POINT (-52.4407833333 0.935816666667),Pedra Branca do Amapari,Amapá,30202001899,0.93581667,-52.44078333
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa8,4210,Akamassyron,43201,1507151,15/07/2020,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.6214444444 -5.87997222222),São Domingos do Araguaia,Pará,30202001906,-5.87997222,-48.62144444
aldeias_pontos.fid-8091ffc_197eb49b98a_2fa9,26,Akrotikatejê,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.848458333333 -5.1406944444444),Bom Jesus do Tocantins,Pará,30202001906,-5.14069444,-48.84845833
aldeias_pontos.fid-8091ffc_197eb49b98a_2faa,23,Akrãkaprêkti,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-48.873333333333 -5.1546388888889),Bom Jesus do Tocantins,Pará,30202001906,-5.15463889,-48.87333333
aldeias_pontos.fid-8091ffc_197eb49b98a_2fab,28,Akrãti,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.004444444444 -5.2172222222222),Bom Jesus do Tocantins,Pará,30202001906,-5.21722222,-49.00444444
aldeias_pontos.fid-8091ffc_197eb49b98a_2fac,22,Akrãtikatejê,26001,1501576,,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-49.017125 -5.1824305555556),Bom Jesus do Tocantins,Pará,30202001906,-5.18243056,-49.017125
aldeias_pontos.fid-8091ffc_197eb49b98a_2fad,5044,Akyku,39501,1100106,21/11/2022,A,COORDENACAO REGIONAL DE GUAJARA MIRIM,POINT (-64.8602777778 -11.805),Guajará-Mirim,Rondônia,30202001941,-11.805,-64.86027778
aldeias_pontos.fid-8091ffc_197eb49b98a_2fae,544,Aldeia 621,48201,1101005,,A,COORDENACAO REGIONAL DE JI PARANA,POINT (-62.9507972222 -10.7883611111),Governador Jorge Teixeira,Rondônia,30202001948,-10.78836111,-62.95079722
aldeias_pontos.fid-8091ffc_197eb49b98a_2faf,5105,Aldeia Acariazal,31601,1100106,13/07/2023,A,COORDENACAO REGIONAL DE GUAJARA MIRIM,POINT (-65.1756166667 -11.0448),Guajará-Mirim,Rondônia,30202001941,-11.0448,-65.17561667
aldeias_pontos.fid-8091ffc_197eb49b98a_2fb0,472,Aldeia Alto Jamari,48201,1101401,,A,COORDENACAO REGIONAL DE JI PARANA,POINT (-63.4544277778 -10.7090333333),Monte Negro,Rondônia,30202001948,-10.70903333,-63.45442778
aldeias_pontos.fid-8091ffc_197eb49b98a_2fb1,4722,Aldeia Ananás,1101,1303809,18/03/2022,A,COORDENACAO REGIONAL DO RIO NEGRO,POINT (-68.3053722222 0.00984722222222),São Gabriel da Cachoeira,Amazonas,30202001885,0.00984722,-68.30537222
aldeias_pontos.fid-8091ffc_197eb49b98a_2fb2,5024,Aldeia Apuí,31601,1100106,22/08/2022,A,COORDENACAO REGIONAL DE GUAJARA MIRIM,POINT (-65.2783333333 -11.0894444444),Guajará-Mirim,Rondônia,30202001941,-11.08944444,-65.27833333
aldeias_pontos.fid-8091ffc_197eb49b98a_2fb3,5088,Aldeia Badjõkôre,50501,1500347,12/05/2023,A,COORDENACAO REGIONAL DO BAIXO TOCANTINS,POINT (-50.6185833333 -6.68766666667),Água Azul do Norte,Pará,30202001906,-6.68766667,-50.61858333
